""
"Indicator name: Intentional homicide  Data Source: UNODC(http://www.unodc.org/), Crime and criminal justice database(https://www.unodc.org/unodc/en/data-and-analysis/statistics/historic-data.html)"
"Description: Number of victims in total population express per 100,000 population. Intentional homicide is unlawful death purposefully inflicted on a person by another person. Data on intentional homicide should exclude attempted homicides."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Intentional homicide (Per 100,000 population)","Finland","1991","3.07"
"Intentional homicide (Per 100,000 population)","Finland","1992","3.09"
"Intentional homicide (Per 100,000 population)","Finland","1993","2.56"
"Intentional homicide (Per 100,000 population)","Finland","1994","2.88"
"Intentional homicide (Per 100,000 population)","Finland","1995","2.85"
"Intentional homicide (Per 100,000 population)","Finland","1996","2.98"
"Intentional homicide (Per 100,000 population)","Finland","1997","2.70"
"Intentional homicide (Per 100,000 population)","Finland","1998","2.19"
"Intentional homicide (Per 100,000 population)","Finland","1999","2.76"
"Intentional homicide (Per 100,000 population)","Finland","2000","2.85"
"Intentional homicide (Per 100,000 population)","Finland","2001","3.00"
"Intentional homicide (Per 100,000 population)","Finland","2002","2.53"
"Intentional homicide (Per 100,000 population)","Finland","2003","1.97"
"Robbery (Per 100,000 population)","Finland","2003","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2004","2.82"
"Robbery (Per 100,000 population)","Finland","2004","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2005","2.26"
"Robbery (Per 100,000 population)","Finland","2005","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2006","2.25"
"Robbery (Per 100,000 population)","Finland","2006","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2007","2.44"
"Robbery (Per 100,000 population)","Finland","2007","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2008","2.50"
"Robbery (Per 100,000 population)","Finland","2008","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2009","2.25"
"Robbery (Per 100,000 population)","Finland","2009","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2010","2.22"
"Robbery (Per 100,000 population)","Finland","2010","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2011","2.04"
"Robbery (Per 100,000 population)","Finland","2011","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2012","1.63"
"Robbery (Per 100,000 population)","Finland","2012","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2013","1.64"
"Robbery (Per 100,000 population)","Finland","2013","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2014","1.61"
"Robbery (Per 100,000 population)","Finland","2014","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2015","1.50"
"Robbery (Per 100,000 population)","Finland","2015","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2016","1.35"
"Robbery (Per 100,000 population)","Finland","2016","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2017","1.25"
"Robbery (Per 100,000 population)","Finland","2017","0.02"
"Intentional homicide (Per 100,000 population)","Finland","2018","1.63"
"Intentional homicide (Per 100,000 population)","France","1990","2.39"
"Intentional homicide (Per 100,000 population)","France","1991","2.38"
"Intentional homicide (Per 100,000 population)","France","1992","2.35"
"Intentional homicide (Per 100,000 population)","France","1993","2.65"
"Intentional homicide (Per 100,000 population)","France","1994","2.44"
"Intentional homicide (Per 100,000 population)","France","1995","2.31"
"Intentional homicide (Per 100,000 population)","France","1996","2.02"
"Intentional homicide (Per 100,000 population)","France","1997","1.65"
"Intentional homicide (Per 100,000 population)","France","1998","1.64"
"Intentional homicide (Per 100,000 population)","France","1999","1.62"
"Intentional homicide (Per 100,000 population)","France","2000","1.78"
"Intentional homicide (Per 100,000 population)","France","2001","1.76"
"Intentional homicide (Per 100,000 population)","France","2002","1.87"
"Intentional homicide (Per 100,000 population)","France","2003","1.64"
"Robbery (Per 100,000 population)","France","2003","1.25"
"Intentional homicide (Per 100,000 population)","France","2004","1.63"
"Robbery (Per 100,000 population)","France","2004","1.20"
"Intentional homicide (Per 100,000 population)","France","2005","1.60"
"Robbery (Per 100,000 population)","France","2005","1.25"
"Intentional homicide (Per 100,000 population)","France","2006","1.43"
"Robbery (Per 100,000 population)","France","2006","1.27"
"Intentional homicide (Per 100,000 population)","France","2007","1.60"
"Robbery (Per 100,000 population)","France","2007","1.13"
"Intentional homicide (Per 100,000 population)","France","2008","1.64"
"Robbery (Per 100,000 population)","France","2008","1.07"
"Intentional homicide (Per 100,000 population)","France","2009","1.31"
"Robbery (Per 100,000 population)","France","2009","1.13"
"Intentional homicide (Per 100,000 population)","France","2010","1.27"
"Robbery (Per 100,000 population)","France","2010","1.21"
"Intentional homicide (Per 100,000 population)","France","2011","1.35"
"Robbery (Per 100,000 population)","France","2011","1.21"
"Intentional homicide (Per 100,000 population)","France","2012","1.23"
"Robbery (Per 100,000 population)","France","2012","1.24"
"Intentional homicide (Per 100,000 population)","France","2013","1.22"
"Robbery (Per 100,000 population)","France","2013","1.25"
"Intentional homicide (Per 100,000 population)","France","2014","1.23"
"Robbery (Per 100,000 population)","France","2014","1.14"
"Intentional homicide (Per 100,000 population)","France","2015","1.57"
"Robbery (Per 100,000 population)","France","2015","1.04"
"Intentional homicide (Per 100,000 population)","France","2016","1.35"
"Robbery (Per 100,000 population)","France","2016","1.04"
"Intentional homicide (Per 100,000 population)","France","2017","1.27"
"Robbery (Per 100,000 population)","France","2017","1.00"
"Intentional homicide (Per 100,000 population)","France","2018","1.20"
"Intentional homicide (Per 100,000 population)","Georgia","1990","4.99"
"Intentional homicide (Per 100,000 population)","Georgia","1991","7.80"
"Intentional homicide (Per 100,000 population)","Georgia","1992","14.52"
"Intentional homicide (Per 100,000 population)","Georgia","1993","16.86"
"Intentional homicide (Per 100,000 population)","Georgia","1994","11.34"
"Intentional homicide (Per 100,000 population)","Georgia","1995","7.86"
"Intentional homicide (Per 100,000 population)","Georgia","1996","5.57"
"Intentional homicide (Per 100,000 population)","Georgia","1997","6.05"
"Intentional homicide (Per 100,000 population)","Georgia","1998","5.31"
"Intentional homicide (Per 100,000 population)","Georgia","1999","5.47"
"Intentional homicide (Per 100,000 population)","Georgia","2000","5.48"
"Intentional homicide (Per 100,000 population)","Georgia","2001","6.12"
"Intentional homicide (Per 100,000 population)","Georgia","2002","6.86"
"Intentional homicide (Per 100,000 population)","Georgia","2003","7.12"
"Robbery (Per 100,000 population)","Georgia","2003","0.01"
"Intentional homicide (Per 100,000 population)","Georgia","2004","7.05"
"Robbery (Per 100,000 population)","Georgia","2004","0.01"
"Intentional homicide (Per 100,000 population)","Georgia","2005","9.57"
"Robbery (Per 100,000 population)","Georgia","2005","0.02"
"Intentional homicide (Per 100,000 population)","Georgia","2006","7.71"
"Robbery (Per 100,000 population)","Georgia","2006","0.03"
"Intentional homicide (Per 100,000 population)","Georgia","2007","7.92"
"Robbery (Per 100,000 population)","Georgia","2007","0.02"
"Intentional homicide (Per 100,000 population)","Georgia","2008","6.35"
"Robbery (Per 100,000 population)","Georgia","2008","0.01"
"Intentional homicide (Per 100,000 population)","Georgia","2009","5.10"
"Robbery (Per 100,000 population)","Georgia","2009","0.01"
"Intentional homicide (Per 100,000 population)","Georgia","2010","4.56"
"Robbery (Per 100,000 population)","Georgia","2010","0.01"
"Intentional homicide (Per 100,000 population)","Georgia","2014","2.68"
"Robbery (Per 100,000 population)","Georgia","2014","0.00"
"Intentional homicide (Per 100,000 population)","Georgia","2016","0.97"
"Intentional homicide (Per 100,000 population)","Georgia","2018","2.22"
"Intentional homicide (Per 100,000 population)","Germany","1990","1.48"
"Intentional homicide (Per 100,000 population)","Germany","1991","1.69"
"Intentional homicide (Per 100,000 population)","Germany","1992","1.74"
"Intentional homicide (Per 100,000 population)","Germany","1993","1.55"
"Intentional homicide (Per 100,000 population)","Germany","1994","1.66"
"Intentional homicide (Per 100,000 population)","Germany","1995","1.69"
"Intentional homicide (Per 100,000 population)","Germany","1996","1.54"
"Intentional homicide (Per 100,000 population)","Germany","1997","1.45"
"Intentional homicide (Per 100,000 population)","Germany","1998","1.20"
"Intentional homicide (Per 100,000 population)","Germany","1999","1.23"
"Intentional homicide (Per 100,000 population)","Germany","2000","1.25"
"Intentional homicide (Per 100,000 population)","Germany","2001","1.14"
"Intentional homicide (Per 100,000 population)","Germany","2002","1.17"
"Intentional homicide (Per 100,000 population)","Germany","2003","1.05"
"Robbery (Per 100,000 population)","Germany","2003","0.60"
"Intentional homicide (Per 100,000 population)","Germany","2004","1.06"
"Robbery (Per 100,000 population)","Germany","2004","0.60"
"Intentional homicide (Per 100,000 population)","Germany","2005","1.06"
"Robbery (Per 100,000 population)","Germany","2005","0.55"
"Intentional homicide (Per 100,000 population)","Germany","2006","0.99"
"Robbery (Per 100,000 population)","Germany","2006","0.54"
"Intentional homicide (Per 100,000 population)","Germany","2007","0.93"
"Robbery (Per 100,000 population)","Germany","2007","0.53"
"Intentional homicide (Per 100,000 population)","Germany","2008","0.89"
"Robbery (Per 100,000 population)","Germany","2008","0.50"
"Intentional homicide (Per 100,000 population)","Germany","2009","0.99"
"Robbery (Per 100,000 population)","Germany","2009","0.49"
"Intentional homicide (Per 100,000 population)","Germany","2010","0.98"
"Robbery (Per 100,000 population)","Germany","2010","0.48"
"Intentional homicide (Per 100,000 population)","Germany","2011","0.91"
"Robbery (Per 100,000 population)","Germany","2011","0.48"
"Intentional homicide (Per 100,000 population)","Germany","2012","0.81"
"Robbery (Per 100,000 population)","Germany","2012","0.49"
"Intentional homicide (Per 100,000 population)","Germany","2013","0.84"
"Robbery (Per 100,000 population)","Germany","2013","0.47"
"Intentional homicide (Per 100,000 population)","Germany","2014","0.88"
"Robbery (Per 100,000 population)","Germany","2014","0.45"
"Intentional homicide (Per 100,000 population)","Germany","2015","0.83"
"Robbery (Per 100,000 population)","Germany","2015","0.45"
"Intentional homicide (Per 100,000 population)","Germany","2016","1.17"
"Robbery (Per 100,000 population)","Germany","2016","0.43"
"Intentional homicide (Per 100,000 population)","Germany","2017","0.98"
"Robbery (Per 100,000 population)","Germany","2017","0.39"
"Intentional homicide (Per 100,000 population)","Germany","2018","0.95"
"Intentional homicide (Per 100,000 population)","Ghana","2001","2.19"
"Intentional homicide (Per 100,000 population)","Ghana","2002","1.98"
"Intentional homicide (Per 100,000 population)","Ghana","2003","2.10"
"Intentional homicide (Per 100,000 population)","Ghana","2004","2.12"
"Intentional homicide (Per 100,000 population)","Ghana","2005","1.80"
"Intentional homicide (Per 100,000 population)","Ghana","2006","1.84"
"Intentional homicide (Per 100,000 population)","Ghana","2007","1.74"
"Intentional homicide (Per 100,000 population)","Ghana","2008","1.82"
"Intentional homicide (Per 100,000 population)","Ghana","2009","1.77"
"Intentional homicide (Per 100,000 population)","Ghana","2010","1.70"
"Intentional homicide (Per 100,000 population)","Ghana","2011","1.67"
"Intentional homicide (Per 100,000 population)","Ghana","2012","2.15"
"Intentional homicide (Per 100,000 population)","Ghana","2013","2.07"
"Intentional homicide (Per 100,000 population)","Ghana","2014","1.99"
"Intentional homicide (Per 100,000 population)","Ghana","2015","1.89"
"Intentional homicide (Per 100,000 population)","Ghana","2016","1.93"
"Intentional homicide (Per 100,000 population)","Ghana","2017","2.09"
"Intentional homicide (Per 100,000 population)","Greece","1990","1.02"
"Intentional homicide (Per 100,000 population)","Greece","1991","1.34"
"Intentional homicide (Per 100,000 population)","Greece","1992","1.31"
"Intentional homicide (Per 100,000 population)","Greece","1993","1.42"
"Intentional homicide (Per 100,000 population)","Greece","1994","1.25"
"Intentional homicide (Per 100,000 population)","Greece","1995","1.41"
"Intentional homicide (Per 100,000 population)","Greece","1996","1.56"
"Intentional homicide (Per 100,000 population)","Greece","1997","1.86"
"Intentional homicide (Per 100,000 population)","Greece","1998","1.60"
"Intentional homicide (Per 100,000 population)","Greece","1999","1.41"
"Intentional homicide (Per 100,000 population)","Greece","2001","1.19"
"Intentional homicide (Per 100,000 population)","Greece","2002","0.84"
"Intentional homicide (Per 100,000 population)","Greece","2003","1.09"
"Robbery (Per 100,000 population)","Greece","2003","0.02"
"Intentional homicide (Per 100,000 population)","Greece","2004","0.99"
"Robbery (Per 100,000 population)","Greece","2004","0.02"
"Intentional homicide (Per 100,000 population)","Greece","2005","1.18"
"Robbery (Per 100,000 population)","Greece","2005","0.02"
"Intentional homicide (Per 100,000 population)","Greece","2006","0.98"
"Robbery (Per 100,000 population)","Greece","2006","0.02"
"Intentional homicide (Per 100,000 population)","Greece","2007","1.17"
"Robbery (Per 100,000 population)","Greece","2007","0.03"
"Intentional homicide (Per 100,000 population)","Greece","2008","1.30"
"Robbery (Per 100,000 population)","Greece","2008","0.03"
"Intentional homicide (Per 100,000 population)","Greece","2009","1.39"
"Robbery (Per 100,000 population)","Greece","2009","0.05"
"Intentional homicide (Per 100,000 population)","Greece","2010","1.62"
"Robbery (Per 100,000 population)","Greece","2010","0.06"
"Intentional homicide (Per 100,000 population)","Greece","2011","1.70"
